name,si_Mn__vs__mln_Mn,si_Mn__vs__mln_Mp,si_Mn__vs__sp_Mp,si_Mn__vs__sp_Mn,si_Mn__vs__pre_inj,si_Mn__vs__si_Mp,si_Mn__vs__sp_Ame,mln_Mn__vs__mln_Mp,mln_Mn__vs__sp_Mp,mln_Mn__vs__sp_Mn,mln_Mn__vs__pre_inj,mln_Mn__vs__si_Mp,mln_Mn__vs__sp_Ame,mln_Mp__vs__sp_Mp,mln_Mp__vs__sp_Mn,mln_Mp__vs__pre_inj,mln_Mp__vs__si_Mp,mln_Mp__vs__sp_Ame,sp_Mp__vs__sp_Mn,sp_Mp__vs__pre_inj,sp_Mp__vs__si_Mp,sp_Mp__vs__sp_Ame,sp_Mn__vs__pre_inj,sp_Mn__vs__si_Mp,sp_Mn__vs__sp_Ame,pre_inj__vs__si_Mp,pre_inj__vs__sp_Ame,si_Mp__vs__sp_Ame
Hnf4a3,6.073237911395523,-0.6151223466244886,2.0840822730323936,-3.075177651032277,0.8880060689731408,2.7939766638286017,0.03092596133573977,-6.688360258020012,-3.9891556383631297,-9.1484155624278,-5.185231842422382,-3.2792612475669216,-6.0423119500597835,2.699204619656882,-2.4600553044077884,1.5031284155976294,3.4090990104530903,0.6460483079602284,-5.159259924064671,-1.1960762040592527,0.7098943907962081,-2.053156311696654,3.963183720005418,5.869154314860879,3.106103612368017,1.9059705948554608,-0.8570801076374011,-2.763050702492862
Hnf4a4,-14.133464071805719,-16.72542355284986,-13.978179453823458,-16.862796490585822,-21.296971484131248,-10.295608950707432,-20.498633959556102,-2.5919594810441424,0.1552846179822609,-2.7293324187801034,-7.163507412325529,3.8378551210982863,-6.365169887750383,2.7472440990264033,-0.13737293773596093,-4.571547931281387,6.429814602142429,-3.773210406706241,-2.8846170367623643,-7.31879203030779,3.6825705031160254,-6.520454505732644,-4.434174993545426,6.56718753987839,-3.63583746897028,11.001362533423816,0.7983375245751461,-10.20302500884867
Hnf4a5,-14.699991419506084,-5.828040913263898,-23.38567775623715,-11.851494714605188,-14.07687579032477,-4.257544071724034,-20.68017928332292,8.871950506242186,-8.685686336731067,2.848496704900896,0.6231156291813136,10.44244734778205,-5.9801878638168375,-17.557636842973253,-6.02345380134129,-8.248834877060872,1.570496841539864,-14.852138370059023,11.534183041631962,9.30880196591238,19.128133684513116,2.705498472914229,-2.225381075719582,7.593950642881154,-8.828684568717733,9.819331718600736,-6.603303492998151,-16.422635211598887
Hnf4g1,3.2785787143258034,1.1709927153977588,-0.28985220405911605,1.9249432497246346,0.2162672327697095,-2.7806971197778267,2.831754934625394,-2.1075859989280445,-3.5684309183849194,-1.3536354646011688,-3.062311481556094,-6.05927583410363,-0.4468237797004093,-1.460844919456875,0.7539505343268758,-0.9547254826280493,-3.9516898351755856,1.6607622192276352,2.2147954537837506,0.5061194368288255,-2.4908449157187107,3.12160713868451,-1.708676016954925,-4.705640369502461,0.9068116849007595,-2.9969643525475362,2.6154877018556846,5.612452054403221
Hnf4g2,4.69512838930325,4.419959972201255,4.858686093591501,6.1443986990098125,6.146397520817544,14.552372672195233,5.7775534609737775,-0.2751684171019946,0.16355770428825167,1.449270309706563,1.4512691315142945,9.857244282891983,1.082425071670528,0.43872612139024625,1.7244387268085575,1.726437548616289,10.132412699993978,1.3575934887725225,1.2857126054183112,1.2877114272260428,9.693686578603732,0.9188673673822763,0.001998821807731588,8.40797397318542,-0.36684523803603497,8.405975151377689,-0.36884405984376656,-8.774819211221455
Hnf4g3,-4.7233045993564815,-10.055270211814559,-5.727384741424316,-5.740352746614732,-11.462529678465614,0.987485095478732,-1.6917768028404367,-5.331965612458077,-1.004080142067835,-1.0170481472582509,-6.739225079109133,5.7107896948352135,3.0315277965160448,4.3278854703902425,4.3149174651998266,-1.4072594666510554,11.042755307293291,8.363493408974122,-0.012968005190415965,-5.735144937041298,6.714869836903048,4.03560793858388,-5.722176931850882,6.727837842093464,4.048575943774296,12.450014773944346,9.770752875625178,-2.6792618983191687
Hnf4g4,5.701805937920028,-1.6660359662810862,-5.65159166295814,0.7791214217924534,-10.66553737448892,20.597970989442764,-7.384947519971817,-7.367841904201114,-11.353397600878168,-4.922684516127575,-16.36734331240895,14.896165051522736,-13.086753457891845,-3.9855556966770536,2.4451573880735396,-8.999501408207834,22.26400695572385,-5.718911553690731,6.430713084750593,-5.013945711530781,26.249562652400904,-1.7333558570136773,-11.444658796281374,19.81884956765031,-8.16406894176427,31.263508363931685,3.2805898545171033,-27.98291850941458
Ncoa1-1,-5.0504425150560195,-7.195388949742522,-5.462419469149538,-4.3996258969548165,-13.549196462985392,0.31806872523877416,-8.851744921025471,-2.144946434686503,-0.4119769540935181,0.650816618101203,-8.498753947929373,5.368511240294794,-3.8013024059694516,1.7329694805929847,2.7957630527877058,-6.35380751324287,7.5134576749812965,-1.6563559712829488,1.062793572194721,-8.086776993835855,5.780488194388312,-3.3893254518759335,-9.149570566030576,4.717694622193591,-4.4521190240706545,13.867265188224167,4.697451541959921,-9.169813646264245
Ncoa1-2,-5.0938578977780935,-9.771423790559766,-20.30231304338688,-23.9271737321735,-26.845120950577936,-22.195998947561208,-17.004437064304113,-4.677565892781672,-15.208455145608788,-18.833315834395407,-21.751263052799843,-17.102141049783114,-11.91057916652602,-10.530889252827116,-14.155749941613735,-17.07369716001817,-12.424575157001442,-7.233013273744348,-3.624860688786619,-6.5428079071910545,-1.8936859041743261,3.297875979082768,-2.9179472184044357,1.7311747846122927,6.922736667869387,4.649122003016728,9.840683886273823,5.191561883257094
Ncoa1-3,-30.263404793499646,-29.90423239491642,-35.945727894110064,-28.458811905835233,-39.34804845344607,-21.133332504221727,-32.334631516690536,0.359172398583226,-5.682323100610418,1.8045928876644126,-9.084643659946423,9.13007228927792,-2.0712267231908896,-6.041495499193644,1.4454204890811866,-9.443816058529649,8.770899890694693,-2.4303991217741157,7.486915988274831,-3.4023205593360046,14.812395389888337,3.6110963774195284,-10.889236547610835,7.3254794016135065,-3.8758196108553022,18.214715949224342,7.013416936755533,-11.201299012468809
Ncoa1-4,-1.1899241080518266,-4.8002294524407745,-4.96460541647653,-1.3499000059714916,-10.016455866026376,3.120386066969445,-4.792979976444386,-3.610305344388948,-3.7746813084247037,-0.15997589791966504,-8.82653175797455,4.310310175021272,-3.603055868392559,-0.16437596403575583,3.450329446469283,-5.216226413585602,7.9206155194102195,0.00724947599638881,3.6147054105050387,-5.051850449549846,8.084991483445975,0.17162544003214464,-8.666555860054885,4.470286072940937,-3.443079970472894,13.136841932995821,5.223475889581991,-7.913366043413831
Ncoa1-5,7.096288749716081,0.820109222912464,0.741669520896238,3.3956964340966067,5.1666326862682865,-0.11663902677977944,1.8347625637525198,-6.276179526803617,-6.354619228819843,-3.700592315619474,-1.9296560634477942,-7.21292777649586,-5.261526185963561,-0.07843970201622597,2.5755872111841427,4.3465234633558225,-0.9367482496922435,1.0146533408400558,2.6540269132003687,4.4249631653720485,-0.8583085476760175,1.0930930428562817,1.7709362521716798,-3.512335460876386,-1.560933870344087,-5.283271713048066,-3.3318701225157668,1.9514015905322992
Ncoa2-1,-0.31549011144848293,-2.470569022408604,0.9856064690986983,-8.525752434447988,-8.269393638447063,-1.9405248974525122,-8.037473582353208,-2.155078910960121,1.3010965805471812,-8.210262322999505,-7.95390352699858,-1.6250347860040293,-7.721983470904725,3.4561754915073024,-6.0551834120393835,-5.798824616038459,0.5300441249560919,-5.566904559944604,-9.511358903546686,-9.255000107545762,-2.9261313665512105,-9.023080051451906,0.25635879600092437,6.585227536995475,0.48827885209477984,6.328868740994551,0.23192005609385546,-6.0969486849006955
Ncoa2-2,-8.305677579759916,3.0365226005005823,-7.45550333080196,-7.608430080481725,-15.96042161614946,6.692032753710329,-3.452484239843102,11.342200180260498,0.8501742489579556,0.6972474992781912,-7.654744036389545,14.997710333470245,4.853193339916814,-10.492025931302543,-10.644952680982307,-18.996944216650043,3.6555101532097467,-6.489006840343684,-0.15292674967976438,-8.5049182853475,14.14753608451229,4.003019090958858,-8.351991535667736,14.300462834192054,4.155945840638623,22.65245436985979,12.507937376306359,-10.144516993553431
Ncoa2-3,-14.535702712541685,-17.659060606818578,-16.08812505513867,-10.734979215625692,-20.49768274694319,-3.438714871781336,-12.452520265315307,-3.123357894276893,-1.5524223425969836,3.8007234969159924,-5.961980034401506,11.096987840760349,2.0831824472263776,1.5709355516799093,6.924081391192885,-2.8386221401246132,14.220345735037242,5.2065403415032705,5.353145839512976,-4.4095576918045225,12.649410183357332,3.635604789823361,-9.762703531317499,7.296264343844356,-1.7175410496896149,17.058967875161855,8.045162481627884,-9.013805393533971
Ncoa2-4,-4.606253461482694,-0.8377172015485996,-1.9259369233935502,-5.4689435979563115,-2.1767012361108016,12.949055391559355,0.6516104545667076,3.768536259934095,2.6803165380891443,-0.862690136473617,2.429552225371893,17.55530885304205,5.257863916049402,-1.0882197218449505,-4.631226396407712,-1.338984034562202,13.786772593107955,1.4893276561153073,-3.5430066745627613,-0.2507643127172514,14.874992314952905,2.577547377960258,3.29224236184551,18.417998989515667,6.120554052523019,15.125756627670157,2.828311690677509,-12.297444936992648
Ncoa2-5,7.678475381107205,5.383746612939419,5.499887741879462,6.678462532661854,10.25570123916772,-2.345605016277389,5.12162955016629,-2.2947287681677864,-2.178587639227743,-1.0000128484453512,2.5772258580605154,-10.024080397384594,-2.556845830940915,0.11614112894004336,1.2947159197224352,4.871954626228302,-7.729351629216808,-0.26211706277312885,1.1785747907823918,4.755813497288258,-7.845492758156851,-0.3782581917131722,3.5772387065058666,-9.024067548939243,-1.556832982495564,-12.60130625544511,-5.134071689001431,7.467234566443679
Ncoa2-6,-3.6320802877292664,-12.652232776772117,-8.419285918342034,-14.363962053058962,-11.907013615181192,4.394726518281367,-6.560538394310704,-9.02015248904285,-4.7872056306127675,-10.731881765329696,-8.274933327451926,8.026806806010633,-2.928458106581438,4.232946858430083,-1.711729276286846,0.7452191615909243,17.046959295053483,6.091694382461412,-5.944676134716929,-3.4877276968391584,12.8140124366234,1.8587475240313296,2.45694843787777,18.75868857134033,7.803423658748258,16.30174013346256,5.346475220870488,-10.955264912592071
Ncoa3-1,-1.7019387054704538,-1.5063260316201479,-5.234754405858794,-4.728584345070175,1.371682265652879,2.8867130250243633,-6.477851566692308,0.1956126738503059,-3.5328157003883405,-3.026645639599721,3.073620971123333,4.588651730494817,-4.775912861221855,-3.7284283742386464,-3.222258313450027,2.878008297273027,4.393039056644511,-4.9715255350721606,0.5061700607886195,6.606436671511673,8.121467430883158,-1.2430971608335142,6.100266610723054,7.615297370094538,-1.7492672216221337,1.5150307593714842,-7.8495338323451875,-9.364564591716672
Ncoa3-2,-2.9899597840122567,-6.472826419879496,-3.9862062554520747,-6.3827840406311935,-2.114124234406262,3.704503102393211,-4.594918940419447,-3.4828666358672393,-0.996246471439818,-3.392824256618937,0.8758355496059949,6.694462886405468,-1.6049591564071903,2.4866201644274213,0.0900423792483025,4.358702185473234,10.177329522272707,1.877907479460049,-2.396577785179119,1.872082021045813,7.690709357845286,-0.6087126849673723,4.268659806224932,10.087287143024405,1.7878651002117465,5.818627336799473,-2.480794706013185,-8.299422042812658
Ncoa3-3,-1.560307239918174,-6.465512511367805,-3.31498681100004,-2.1696672351356483,-7.42634911143017,0.6472078572767828,-1.9226206200582112,-4.905205271449631,-1.7546795710818657,-0.6093599952174742,-5.866041871511996,2.207515097194957,-0.3623133801400371,3.1505257003677656,4.295845276232157,-0.9608366000623647,7.112720368644588,4.542891891309594,1.1453195758643915,-4.11136230043013,3.9621946682768225,1.3923661909418286,-5.256681876294522,2.816875092412431,0.24704661507743708,8.073556968706953,5.503728491371959,-2.569828477334994
Ncoa3-4,-18.331455468433482,2.3033286012403735,-19.177244244283067,-16.491829836009764,-31.39505008589102,11.005184117670858,-23.277104783703955,20.634784069673856,-0.8457887758495843,1.8396256324237186,-13.06359461745754,29.33663958610434,-4.945649315270472,-21.48057284552344,-18.795158437250137,-33.698378687131395,8.701855516430484,-25.580433384944328,2.685414408273303,-12.217805841607955,30.182428361953924,-4.099860539420888,-14.903220249881258,27.49701395368062,-6.785274947694191,42.40023420356188,8.117945302187067,-34.28228890137481
Ncoa3-5,-12.192745885950586,-8.884637476233735,-6.147960252620734,-10.974738119239234,-5.375519054775651,2.836077891278407,-10.308725525136794,3.3081084097168514,6.044785633329852,1.2180077667113522,6.817226831174935,15.028823777228993,1.8840203608137926,2.7366772236130004,-2.090100643005499,3.5091184214580835,11.720715367512142,-1.4240880489030587,-4.8267778666184995,0.7724411978450831,8.984038143899141,-4.160765272516059,5.599219064463583,13.810816010517641,0.6660125941024404,8.211596946054058,-4.933206470361142,-13.1448034164152
Ncoa4-1,-4.444989302487656,-3.562446095063578,-3.7333501593849974,-3.6484925711292675,-9.017961490958626,3.359370930035439,-2.608977392566615,0.882543207424078,0.7116391431026585,0.7964967313583884,-4.57297218847097,7.804360232523095,1.8360119099210408,-0.17090406432141947,-0.0860464760656896,-5.455515395895048,6.921817025099017,0.9534687024969628,0.08485758825572987,-5.284611331573629,7.092721089420436,1.1243727668183823,-5.369468919829359,7.007863501164707,1.0395151785626524,12.377332420994065,6.408984098392011,-5.968348322602054
Ncoa4-2,-5.713953357505474,-6.069549939665549,-4.7848046640606725,-6.677313785365939,-7.985096374055445,2.797327850303276,-5.0794254739212334,-0.35559658216007506,0.9291486934448017,-0.963360427860465,-2.2711430165499706,8.51128120780875,0.6345278835842407,1.2847452756048767,-0.60776384570039,-1.9155464343898956,8.866877789968825,0.9901244657443158,-1.8925091213052667,-3.2002917099947723,7.582132514363948,-0.29462080986056094,-1.3077825886895056,9.474641635669215,1.5978883114447058,10.78242422435872,2.9056709001342114,-7.876753324224509
Ncoa4-3,-0.44013595387463056,-2.0339636430159516,-0.4882183928304187,-2.9317095294837827,-4.859622146843023,7.177031720894959,0.28562313872737377,-1.593827689141321,-0.04808243895578812,-2.491573575609152,-4.419486192968392,7.61716767476959,0.7257590926020043,1.5457452501855329,-0.8977458864678312,-2.8256585038270714,9.21099536391091,2.3195867817433253,-2.443491136653364,-4.371403754012604,7.665250113725378,0.7738415315577925,-1.9279126173592402,10.108741250378742,3.2173326682111565,12.036653867737982,5.145245285570397,-6.8914085821675855
Ncoa4-4,-3.4858408609591294,-7.880800919609072,-8.171495626423606,-4.11094718904549,-6.174258223309266,2.0372579077880317,-6.3738731624481915,-4.394960058649943,-4.685654765464477,-0.6251063280863605,-2.688417362350137,5.523098768747161,-2.888032301489062,-0.29069470681453424,3.7698537305635824,1.706542696299806,9.918058827397104,1.5069277571608808,4.060548437378117,1.9972374031143403,10.208753534211638,1.797622463975415,-2.0633110342637764,6.148205096833522,-2.2629259734027016,8.211516131097298,-0.19961493913892525,-8.411131070236223
Ncoa4-5,-11.69931295654299,-7.134126779799054,-13.741118940477087,-16.202997261740997,-22.81144132773924,-10.012832882087686,-19.02956402718406,4.565186176743936,-2.041805983934097,-4.503684305198007,-11.112128371196249,1.6864800744553037,-7.330251070641069,-6.606992160678033,-9.068870481941943,-15.677314547940185,-2.878706102288632,-11.895437247385004,-2.46187832126391,-9.070322387262152,3.7282860583894006,-5.288445086706972,-6.608444065998242,6.190164379653311,-2.8265667654430615,12.798608445651553,3.7818773005551805,-9.016731145096372
Ncoa5-1,2.1144193150256,0.33563403401933556,-2.088656422989473,-3.9410561627345544,-0.06830932404248813,2.0168700002348885,-4.22954748171837,-1.7787852810062645,-4.203075738015073,-6.0554754777601545,-2.1827286390680882,-0.0975493147907116,-6.34396679674397,-2.4242904570088086,-4.27669019675389,-0.4039433580618237,1.681235966215553,-4.565181515737706,-1.8523997397450813,2.020347098946985,4.105526423224362,-2.140891058728897,3.8727468386920663,5.957926162969443,-0.28849131898381586,2.0851793242773766,-4.161238157675882,-6.246417481953259
Ncoa5-2,-2.5731974426730915,-6.601736088923488,-10.547693694113562,-3.670159058720998,-15.25949367197731,2.707782810486492,-8.473684159544618,-4.0285386462503965,-7.9744962514404705,-1.0969616160479063,-12.686296229304219,5.2809802531595835,-5.9004867168715265,-3.945957605190074,2.93157703020249,-8.657757583053822,9.30951889940998,-1.87194807062113,6.877534635392564,-4.711799977863748,13.255476504600054,2.074009534568944,-11.589334613256312,6.37794186920749,-4.80352510082362,17.967276482463802,6.785809512432692,-11.18146697003111
Ncoa5-3,-3.1510158492279885,-4.936319150184147,-5.136021082136736,-3.4046202053715433,-10.600603787440619,0.49575969691326804,-7.250184341015014,-1.7853033009561585,-1.9850052329087475,-0.2536043561435548,-7.44958793821263,3.6467755461412565,-4.099168491787026,-0.199701931952589,1.5316989448126037,-5.664284637256472,5.432078847097415,-2.3138651908308674,1.7314008767651927,-5.464582705303883,5.631780779050004,-2.1141632588782784,-7.195983582069076,3.9003799022848114,-3.845564135643471,11.096363484353887,3.3504194464256045,-7.7459440379282825
Ncoa6-2,3.7678172326880883,2.492317503271181,-0.7097171837853011,0.13701884820380883,2.641908937651138,2.3301575846052884,0.149715207282199,-1.2754997294169073,-4.4775344164733895,-3.6307983844842795,-1.1259082950369503,-1.4376596480828,-3.6181020254058893,-3.202034687056482,-2.3552986550673722,0.14959143437995692,-0.16215991866589263,-2.342602295988982,0.84673603198911,3.351626121436439,3.0398747683905896,0.8594323910675001,2.504890089447329,2.1931387364014796,0.012696359078390174,-0.31175135304584956,-2.492193730368939,-2.1804423773230894
Ncoa6-3,0.9086056622398502,0.12948313903987696,1.82602860142768,3.4601585251017184,5.908462871841792,-0.0022546695150680307,1.8542730639139222,-0.7791225231999732,0.9174229391878299,2.551552862861868,4.999857209601942,-0.9108603317549182,0.945667401674072,1.6965454623878031,3.3306753860618414,5.778979732801915,-0.131737808554945,1.7247899248740453,1.6341299236740383,4.082434270414112,-1.8282832709427481,0.028244462486242128,2.4483043467400734,-3.4624131946167864,-1.6058854611877962,-5.91071754135686,-4.0541898079278695,1.8565277334289902
Ncoa7-1,-7.232738477434204,-5.3718164949690745,-1.9193742818221793,-4.522730400675833,-12.59085545920032,-6.302682096058383,-8.99113861677342,1.860921982465129,5.313364195612024,2.7100080767583705,-5.358116981766116,0.9300563813758203,-1.7584001393392157,3.4524422131468953,0.8490860942932414,-7.219038964231245,-0.9308656010893088,-3.6193221218043448,-2.603356118853654,-10.67148117737814,-4.383307814236204,-7.07176433495124,-8.068125058524487,-1.7799516953825503,-4.468408216097586,6.2881733631419365,3.5997168424269006,-2.688456520715036
Ncoa7-2,-0.015219899829247652,-2.2499818417084043,-0.9106829615544996,-0.5023432498487921,1.65538611586571,1.9357642858810067,-0.9897095076547942,-2.2347619418791567,-0.8954630617252519,-0.48712335001954443,1.6706060156949576,1.9509841857102543,-0.9744896078255465,1.3392988801539047,1.7476385918596122,3.9053679575741143,4.185746127589411,1.2602723340536102,0.4083397117057075,2.5660690774202095,2.8464472474355063,-0.07902654610029458,2.157729365714502,2.4381075357297988,-0.48736625780600207,0.28037817001529675,-2.645095623520504,-2.925473793535801
Ncoa7-3,0.23940040673892327,-1.1347261370913202,-2.530679099973568,0.5424992788800012,-4.744350440076801,1.5558443900777945,0.09337119517378767,-1.3741265438302435,-2.7700795067124915,0.3030988721410779,-4.983750846815724,1.3164439833388712,-0.1460292115651356,-1.395952962882248,1.6772254159713214,-3.6096243029854804,2.6905705271691147,1.2280973322651079,3.0731783788535694,-2.2136713401032324,4.086523490051363,2.624050295147356,-5.286849718956802,1.0133451111977934,-0.4491280837062135,6.300194830154595,4.837721635250588,-1.4624731949040068
Non-targeting-negative-control-#2-(RFP)-1,2.8896862984936007,-5.18520678468542,-0.7385241924747987,-5.731151700392061,-6.833653102350198,-0.5096502595856123,-5.734362527085182,-8.07489308317902,-3.6282104909683994,-8.620837998885662,-9.723339400843798,-3.399336558079213,-8.624048825578782,4.446682592210621,-0.5459449157066416,-1.648446317664778,4.6755565250998075,-0.549155742399762,-4.992627507917263,-6.095128909875399,0.22887393288918645,-4.995838334610383,-1.1025014019581363,5.221501440806449,-0.003210826693120339,6.324002842764585,1.099290575265016,-5.224712267499569
Non-targeting-negative-control-#4-(EGFP_881)-1,5.002117316989114,2.2958558599360686,-2.602337996301131,-2.0010764219790786,3.8370963084315832,0.009450215493814085,-2.0299667853863497,-2.7062614570530457,-7.604455313290245,-7.003193738968193,-1.165021008557531,-4.9926671014953,-7.032084102375464,-4.898193856237199,-4.296932281915147,1.5412404484955147,-2.2864056444422545,-4.325822645322418,0.6012615743220522,6.439434304732714,2.611788211794945,0.5723712109147812,5.838172730410662,2.0105266374728927,-0.028890363407271025,-3.827646092937769,-5.867063093817933,-2.0394170008801638
Non-targeting-negative-control-#5-(EGFP_1212)-2,-4.098772251560916,-4.701128036645898,-4.8347633564585095,-6.357324027253696,-2.0879727046834375,-1.2269291982519377,-5.039626622718359,-0.6023557850849812,-0.7359911048975931,-2.25855177569278,2.010799546877479,2.8718430533089787,-0.9408543711574424,-0.1336353198126119,-1.6561959906077988,2.61315533196246,3.47419883839396,-0.3384985860724612,-1.5225606707951869,2.746790651775072,3.607834158206572,-0.2048632662598493,4.269351322570259,5.130394829001759,1.3176974045353376,0.8610435064314998,-2.9516539180349213,-3.812697424466421
Nr0b1-1,-5.072745409674241,-9.689825400532015,-3.5385048842523332,-3.079404607990213,2.9486674176845753,-0.3298929212211448,-4.822482922412561,-4.617079990857775,1.5342405254219074,1.9933408016840275,8.021412827358816,4.742852488453096,0.2502624872616792,6.151320516279682,6.610420792541802,12.63849281821659,9.35993247931087,4.867342478119454,0.45910027626212013,6.4871723019369085,3.2086119630311885,-1.2839780381602282,6.028072025674788,2.7495116867690683,-1.7430783144223483,-3.27856033890572,-7.771150340097137,-4.492590001191417
Nr0b1-2,-1.5244130405721705,-3.7082920280982705,-0.6141547845240467,-1.9878347053099503,-2.7573263323689474,0.9642681734589615,-1.5954463157325875,-2.1838789875261,0.9102582560481238,-0.4634216647377798,-1.232913291796777,2.488681214031132,-0.07103327516041702,3.094137243574224,1.7204573227883202,0.9509656957293231,4.672560201557232,2.112845712365683,-1.3736799207859036,-2.1431715478449007,1.5784229579830082,-0.9812915312085408,-0.7694916270589971,2.952102878768912,0.3923883895773628,3.721594505827909,1.1618800166363599,-2.559714489191549
Nr0b1-3,-23.145588801154204,-7.275034324167386,-15.045059042194445,-18.629954483523896,-29.27358624105463,0.0,-23.238145584876023,15.870554476986818,8.100529758959759,4.515634317630308,-6.127997439900426,23.145588801154204,-0.09255678372181819,-7.770024718027059,-11.35492015935651,-21.998551916887244,7.275034324167386,-15.963111260708637,-3.5848954413294507,-14.228527198860185,15.045059042194445,-8.193086542681577,-10.643631757530734,18.629954483523896,-4.608191101352126,29.27358624105463,6.035440656178608,-23.238145584876023
Nr0b1-4,6.449725239001701,4.278664742193314,5.977786459379928,-0.34263610294573255,-4.708087843340607,14.401492235159004,5.651306409695593,-2.171060496808387,-0.4719387796217731,-6.792361341947434,-11.157813082342308,7.951766996157303,-0.7984188293061081,1.699121717186614,-4.6213008451390465,-8.986752585533921,10.12282749296569,1.372641667502279,-6.3204225623256605,-10.685874302720535,8.423705775779077,-0.32648004968433497,-4.3654517403948745,14.744128338104737,5.9939425126413255,19.10958007849961,10.3593942530362,-8.750185825463412
Nr0b2-1,7.482273956289347,6.910820653548981,2.0903367787652485,0.7201220307337906,-0.6004856844329254,8.642728020765006,3.4470439593445263,-0.5714533027403661,-5.391937177524099,-6.762151925555557,-8.082759640722273,1.1604540644756582,-4.035229996944821,-4.820483874783733,-6.190698622815191,-7.511306337981907,1.7319073672160243,-3.463776694204455,-1.370214748031458,-2.690822463198174,6.552391241999757,1.3567071805792779,-1.320607715166716,7.922605990031215,2.726921928610736,9.243213705197931,4.047529643777452,-5.195684061420479
Nr0b2-2,-8.980620937576944,-15.11208683216688,-7.734487738049566,-6.071010332335277,-10.106845982851397,1.622104844564845,-13.109284303134743,-6.131465894589937,1.246133199527378,2.9096106052416673,-1.1262250452744524,10.602725782141789,-4.128663365557799,7.377599094117315,9.041076499831604,5.005240849315484,16.734191676731726,2.002802529032138,1.6634774057142891,-2.3723582448018306,9.356592582614411,-5.374796565085177,-4.03583565051612,7.693115176900122,-7.038273970799466,11.728950827416242,-3.0024383202833462,-14.731389147699588
Nr0b2-3,-8.023767142299945,-6.260131203255952,-0.6737037619632247,-9.89690290277396,-13.64043836288792,11.410601171657568,-1.6918445159883078,1.7636359390439935,7.350063380336721,-1.873135760474014,-5.616671220587975,19.434368313957513,6.331922626311638,5.586427441292727,-3.6367716995180075,-7.380307159631968,17.67073237491352,4.568286687267644,-9.223199140810735,-12.966734600924696,12.084304933620793,-1.018140754025083,-3.7435354601139608,21.307504074431527,8.205058386785652,25.051039534545488,11.948593846899612,-13.102445687645876
Nr1d1-1,-15.99361821092355,-22.889248270878475,-9.927473487796412,-11.35492015935651,-8.847003866946338,-9.52311802405476,-17.384040701432177,-6.895630059954925,6.066144723127138,4.63869805156704,7.1466143439772125,6.47050018686879,-1.3904224905086267,12.961774783082063,11.534328111521965,14.042244403932138,13.366130246823715,5.5052075694462985,-1.427446671560098,1.0804696208500744,0.404355463741652,-7.456567213635765,2.5079162924101723,1.83180213530175,-6.029120542075667,-0.6761141571084224,-8.53703683448584,-7.860922677377417
Nr1d1-2,-5.415902156705727,-10.718800302521956,-13.163707952461252,-8.364442775640015,-17.62738890461658,-4.303344848487541,-9.672377305617871,-5.302898145816229,-7.747805795755525,-2.948540618934288,-12.211486747910854,1.1125573082181859,-4.256475148912145,-2.444907649939296,2.354357526881941,-6.908588602094625,6.415455454034415,1.0464229969040844,4.799265176821237,-4.463680952155329,8.860363103973711,3.4913306468433802,-9.262946128976566,4.061097927152474,-1.3079345299778566,13.32404405612904,7.955011598998709,-5.369032457130331
Nr1d1-3,0.0,-12.769005470281876,-20.660504810517537,-12.769005470281876,-30.146081167695243,-3.3120213199831525,-28.172615026787042,-12.769005470281876,-20.660504810517537,-12.769005470281876,-30.146081167695243,-3.3120213199831525,-28.172615026787042,-7.8914993402356615,0.0,-17.377075697413368,9.456984150298723,-15.403609556505167,7.8914993402356615,-9.485576357177706,17.348483490534385,-7.512110216269505,-17.377075697413368,9.456984150298723,-15.403609556505167,26.83405984771209,1.9734661409082008,-24.86059370680389
Nr1d2-4,0.845596319407619,-1.730475131496803,1.9987168602470007,-2.3738839692051528,-6.008843805724609,3.832520987735947,-2.6164945852445243,-2.576071450904422,1.1531205408393816,-3.219480288612772,-6.8544401251322284,2.986924668328328,-3.4620909046521433,3.7291919917438037,-0.6434088377083498,-4.278368674227806,5.56299611923275,-0.8860194537477213,-4.3726008294521534,-8.00756066597161,1.8338041274889463,-4.615211445491525,-3.6349598365194566,6.2064049569411,-0.2426106160393715,9.841364793460556,3.392349220480085,-6.449015572980471
Nr1d2-5,-0.03746530530773384,-3.618499863319471,-6.520640524174524,-3.3712682880571805,0.24925006904854285,7.457353819697545,-5.548168651459761,-3.581034558011737,-6.483175218866791,-3.3338029827494466,0.2867153743562767,7.494819125005279,-5.510703346152027,-2.9021406608550535,0.24723157526229045,3.867749932368014,11.075853683017016,-1.9296687881402903,3.149372236117344,6.769890593223067,13.97799434387207,0.9724718727147632,3.6205183571057233,10.828622107754725,-2.1769003634025808,7.208103750649002,-5.797418720508304,-13.005522471157306
Nr1d2-6,-3.8785963419604457,2.883892172817397,-10.11486175861603,-8.128537250464205,-5.381836144570457,4.447905019285059,-7.510203946601777,6.762488514777843,-6.236265416655584,-4.24994090850376,-1.5032398026100111,8.326501361245505,-3.6316076046413315,-12.998753931433427,-11.012429423281603,-8.265728317387854,1.5640128464676621,-10.394096119419174,1.9863245081518244,4.733025614045573,14.56276677790109,2.6046578120142527,2.7467011058937487,12.576442269749265,0.6183333038624284,9.829741163855516,-2.1283678020313204,-11.958108965886836
